loss,recall,accuracy,precision,dice_coef,jaccard_index,val_loss,val_recall,val_accuracy,val_precision,val_dice_coef,val_jaccard_index
0.511829261606991,0.717049658298492,0.847140371799469,0.638353049755096,0.438633561134338,0.780943274497986,4.27760465621948,0.973207354545593,0.521547377109528,0.348683685064316,0.477092415094376,0.70127272605896
0.404901920209596,0.841377198696137,0.9000124335289,0.739805817604065,0.509456038475037,0.745752036571503,0.707925901412964,0.862917959690094,0.818425238132477,0.608533382415772,0.591479420661926,0.666093051433563
0.358175994183526,0.833951056003571,0.910120844841003,0.777731239795685,0.541259229183197,0.732791781425476,0.536009455919266,0.922777771949768,0.773823320865631,0.555084645748138,0.595621943473816,0.663926422595978
0.323230738904537,0.826240599155426,0.916035830974579,0.803595900535584,0.56627756357193,0.722435295581818,0.306358841657639,0.756907165050507,0.907784640789032,0.882604539394379,0.6475590467453,0.646288275718689
0.28777325913919,0.840478599071503,0.924666225910187,0.818620562553406,0.596639811992645,0.708015501499176,0.333987275362015,0.741097986698151,0.896150887012482,0.838522255420685,0.616651594638825,0.657836198806763
0.264537025469951,0.833572208881378,0.9280646443367,0.841381907463074,0.620826184749603,0.69842928647995,0.344289601445198,0.66108375787735,0.88670164346695,0.896449446678162,0.640691757202148,0.67330801486969
0.240805569516298,0.850146532058716,0.933972716331482,0.852948784828186,0.647487699985504,0.686618447303772,0.296929584741592,0.639595568180084,0.898674368858337,0.967344880104065,0.61943393945694,0.6729936003685
0.225364669893187,0.856261730194092,0.935466349124908,0.851980865001679,0.661730527877808,0.677307784557343,0.346528067588806,0.906358659267426,0.895932674407959,0.760716080665588,0.74605655670166,0.584220349788666
0.214947194125253,0.843454003334045,0.936618387699127,0.865502119064331,0.675675392150879,0.670999705791473,0.267607974410057,0.761520504951477,0.909287571907044,0.891643881797791,0.717613697052002,0.609543383121491
0.200235878837596,0.851873874664307,0.939086437225342,0.869797229766846,0.69430136680603,0.662187337875366,0.236786778569222,0.908386409282684,0.915633738040924,0.804277539253235,0.737204074859619,0.593191981315613
0.19262138099834,0.853540599346161,0.939091503620148,0.868845105171204,0.706791162490845,0.657136499881744,0.321313515901566,0.892490386962891,0.886764585971832,0.742224156856537,0.73836612701416,0.58814138174057
0.184745697535821,0.851672410964966,0.940354228019714,0.875302731990814,0.717323839664459,0.649253129959106,0.200362006425858,0.894874572753906,0.934638321399689,0.860623300075531,0.784104764461517,0.556770920753479
0.173988883046802,0.86037814617157,0.943069756031036,0.881775081157684,0.731795310974121,0.641188204288483,0.339748611450195,0.913538455963135,0.892124056816101,0.732024252414703,0.736527442932129,0.574399769306183
0.169217035128414,0.861314713954926,0.943158745765686,0.87924998998642,0.739911019802094,0.637170314788818,0.234939007759094,0.694522559642792,0.900345802307129,0.939305722713471,0.695806622505188,0.605516493320465
0.158350328458854,0.871244251728058,0.946996331214905,0.883247315883637,0.751319885253906,0.626918971538544,0.232932015657425,0.749041438102722,0.917841076850891,0.900674998760223,0.727002024650574,0.566360712051392
0.155050790415604,0.870703220367432,0.947982311248779,0.888401806354523,0.760726690292358,0.621881663799286,0.216575973033905,0.909416735172272,0.916243433952332,0.817114055156708,0.78493994474411,0.555154621601105
0.148891267386095,0.871240615844727,0.948448121547699,0.889157354831696,0.768191397190094,0.61514276266098,0.223642885088921,0.791209578514099,0.926574349403381,0.916494905948639,0.780209720134735,0.545630276203156
0.141910155426564,0.8750239610672,0.950240552425385,0.895867109298706,0.779593110084534,0.60745120048523,0.200957703590393,0.807144999504089,0.921419441699982,0.917453467845917,0.790515720844269,0.549815833568573
0.139753344972132,0.877788424491882,0.950718224048615,0.895955383777618,0.783315062522888,0.602775633335114,0.31351998090744,0.622144639492035,0.893218219280243,0.953261911869049,0.701069056987763,0.61411863565445
0.136975363184143,0.873625040054321,0.950855672359467,0.894224762916565,0.783338904380798,0.598489344120026,0.210581820905209,0.84749835729599,0.927239775657654,0.878439426422119,0.795481860637665,0.539459466934204
0.136288274961338,0.871123254299164,0.948922753334045,0.894973635673523,0.788262605667114,0.593677699565888,0.204609092473984,0.80395644903183,0.920183300971985,0.897545337677002,0.79080867767334,0.545223772525787
0.126214387841701,0.883601069450378,0.955078423023224,0.903509438037872,0.802616775035858,0.584001421928406,0.226527279615402,0.768592953681946,0.916540443897247,0.93327397108078,0.78466147184372,0.553545713424683
0.124654322736247,0.879509270191193,0.954252004623413,0.909117519855499,0.810740351676941,0.579368650913239,0.300449987649918,0.932092607021332,0.893738329410553,0.734067022800446,0.795314431190491,0.514470219612122
0.115007868756123,0.891982197761536,0.957501769065857,0.911294221878052,0.820310652256012,0.569125771522522,0.220106068849564,0.914606511592865,0.924670696258545,0.811710834503174,0.805470943450928,0.520685195922852
0.120736355540747,0.88340550661087,0.954142451286316,0.90696793794632,0.816208839416504,0.569224119186401,0.236953833699226,0.778824388980866,0.918930172920227,0.919278979301453,0.793719828128815,0.522028744220734
0.1073756702273,0.898327946662903,0.960481882095337,0.915771484375,0.831870079040527,0.555537879467011,0.199942659139633,0.770387470722199,0.911818385124207,0.9251349568367,0.779290616512299,0.535801291465759
0.107845322090383,0.895759344100952,0.959050476551056,0.915323853492737,0.834291696548462,0.551624774932861,0.183792658150196,0.837946355342865,0.932276725769043,0.906890749931335,0.813590586185455,0.526780843734741
0.100867006097652,0.90512877702713,0.962755620479584,0.9191654920578,0.841667890548706,0.542416512966156,0.182783515453339,0.866308212280273,0.922416150569916,0.827367007732391,0.807199895381928,0.498537302017212
0.0967609669119924,0.907261848449707,0.963328361511231,0.922040104866028,0.848983108997345,0.53383219242096,0.17186608672142,0.852972149848938,0.939788281917572,0.920302867889404,0.826999604701996,0.505057096481323
0.0983976541157401,0.90469229221344,0.962912797927856,0.920711398124695,0.848091661930084,0.530525088310242,0.169842345118523,0.861970722675324,0.933918654918671,0.896575927734375,0.830754578113556,0.497268170118332
0.0874416631694564,0.916054844856262,0.966822504997253,0.927342593669891,0.86170357465744,0.516509473323822,0.15322502553463,0.885646820068359,0.938579022884369,0.891120791435242,0.844625532627106,0.480725973844528
0.0968352291982911,0.900711059570313,0.962328314781189,0.922433197498322,0.851523637771606,0.5202516913414,0.208919441699982,0.891529500484467,0.919790863990784,0.838081300258637,0.829800963401794,0.491809070110321
0.110440680215748,0.888254284858704,0.956345796585083,0.909099936485291,0.836610555648804,0.525001704692841,0.217266600131989,0.824843108654022,0.910958588123322,0.812783062458038,0.759814858436585,0.525499880313873
0.0923706325504903,0.905768394470215,0.963611602783203,0.923123717308044,0.857922911643982,0.507758736610413,0.252769573926926,0.717912554740906,0.900268852710724,0.930781841278076,0.777239620685577,0.492523342370987
0.0891345842650236,0.912555932998657,0.965131044387817,0.924536406993866,0.863853216171265,0.49982613325119,0.16728616297245,0.84741073846817,0.934571444988251,0.903760075569153,0.822831332683563,0.489133089780808
0.0782268058362151,0.921565771102905,0.969659507274628,0.935174882411957,0.877516090869904,0.485998719930649,0.169611846506596,0.879065573215485,0.934311091899872,0.843645393848419,0.80850225687027,0.479514479637146
0.0750333499981977,0.926453769207001,0.970431745052338,0.935421884059906,0.881951987743378,0.475780993700027,0.207466795444489,0.864735543727875,0.928917407989502,0.866558492183685,0.836248457431793,0.460708409547806
0.07156597976282,0.928428530693054,0.972091972827911,0.939842104911804,0.886705994606018,0.46729987859726,0.178855825960636,0.894176602363586,0.935711801052094,0.875096261501312,0.8463534116745,0.455949693918228
0.0689474998606382,0.931007623672485,0.97271454334259,0.940040469169617,0.890284597873688,0.458007097244263,0.210832527279854,0.84194141626358,0.928721487522125,0.890403687953949,0.831874966621399,0.464786529541016
0.0677735299222407,0.933124363422394,0.973260223865509,0.940862715244293,0.893803060054779,0.450479567050934,0.192082897424698,0.833149611949921,0.924724042415619,0.894439399242401,0.837418913841248,0.436314791440964
0.0679173790314791,0.93067878484726,0.971774637699127,0.942232072353363,0.893686771392822,0.444238603115082,0.199913872480392,0.812951743602753,0.932805418968201,0.919449508190155,0.835585236549377,0.415436416864395
0.105898187104426,0.887008190155029,0.957230806350708,0.914376556873322,0.848418235778809,0.483656793832779,0.22962766289711,0.78176212310791,0.925303757190704,0.904382586479187,0.818031430244446,0.415679156780243
0.0706071203047483,0.929578542709351,0.971712529659271,0.937308371067047,0.890851259231567,0.440630972385407,0.237388323545456,0.905256927013397,0.918662250041962,0.81244432926178,0.828983128070831,0.475260466337204
0.0650897502106433,0.933553755283356,0.974086284637451,0.94347620010376,0.898470938205719,0.428917646408081,0.187994435727596,0.865036606788635,0.934197902679443,0.890515863895416,0.83101886510849,0.452765107154846
0.0606660669182665,0.93877249956131,0.975813865661621,0.946851551532745,0.905352175235748,0.417917549610138,0.238217756301165,0.788903653621674,0.928777098655701,0.936439454555512,0.826552391052246,0.441238313913345
0.0584729502671208,0.941247940063477,0.976578593254089,0.946919798851013,0.907385230064392,0.410452872514725,0.234327985644341,0.808567643165588,0.930023193359375,0.915728569030762,0.830216407775879,0.432594358921051
0.0582181409018584,0.941605091094971,0.976564764976502,0.948396861553192,0.909369230270386,0.404746681451798,0.193149273395538,0.871244549751282,0.928206861019135,0.875528752803803,0.849968492984772,0.414206176996231
0.0564837346489648,0.942845344543457,0.977239012718201,0.949471592903137,0.911612033843994,0.39602792263031,0.179657297134399,0.856563150882721,0.924781620502472,0.865608215332031,0.82442981004715,0.428832948207855
0.0525044323208705,0.947368681430817,0.978418290615082,0.949428260326386,0.915131449699402,0.384621858596802,0.245241168141365,0.918278157711029,0.926731467247009,0.824268162250519,0.85657924413681,0.40505462884903
0.128359350867702,0.856457948684692,0.948592126369476,0.90245532989502,0.82371324300766,0.469450384378433,0.234789831638336,0.942683637142181,0.907773673534393,0.788920521736145,0.831647753715515,0.416561394929886
0.0735159603478179,0.921499073505402,0.969358086585999,0.934670388698578,0.888839542865753,0.407269418239594,0.174543550014496,0.850142657756805,0.925317466259003,0.884258568286896,0.829461455345154,0.437687337398529
